transport_mode,origin_region,destination_region,route_distance_km,planned_duration_hours,elapsed_transit_hours,transit_progress_pct,priority_level,carrier_reliability_score,origin_port_congestion_index,dest_port_congestion_index,weather_severity_index,customs_inspection_risk,seasonal_disruption_factor,disrupted
Ocean,South_Asia,Oceania,14882.7,521.0,331.5,0.6363,Standard,0.99,23.6,35.2,22.5,0.6252,0.8715,1
Ocean,Southeast_Asia,Latin_America,11602.4,434.6,169.0,0.3889,High,0.9505,52.7,54.6,45.6,0.7697,0.5259,1
Road,North_America,Latin_America,2326.5,43.8,39.1,0.8927,High,0.754,13.5,26.4,11.0,0.4352,0.879,1
Ocean,Europe,Europe,12373.1,448.1,410.9,0.917,Standard,0.7953,82.4,20.4,11.9,0.1398,0.6752,1
Ocean,Southeast_Asia,Middle_East,3500.0,159.4,139.1,0.8726,High,0.7841,21.4,51.2,41.3,0.2732,0.9599,1
Air,South_Asia,Europe,6457.3,36.1,11.4,0.3158,Standard,0.8188,26.5,57.5,12.7,0.331,0.8824,1
Ocean,Southeast_Asia,Europe,10707.9,389.6,176.0,0.4517,Standard,0.7845,33.0,10.6,55.6,0.1339,0.1095,1
Road,East_Asia,North_America,150.0,8.5,2.2,0.2588,Standard,0.8058,25.0,16.5,85.5,0.3586,0.105,1
Air,Latin_America,North_America,2307.7,27.6,14.7,0.5326,Standard,0.99,15.4,76.9,77.6,0.6644,0.6586,1
Road,Latin_America,Latin_America,1746.9,39.4,15.4,0.3909,High,0.9118,38.6,13.8,31.6,0.02,0.212,0
Ocean,Europe,Middle_East,10957.3,436.4,374.9,0.8591,Standard,0.9042,45.0,28.0,3.3,0.3166,0.4804,1
Ocean,Europe,Oceania,8872.2,339.1,141.4,0.417,Standard,0.9578,37.5,24.6,41.3,0.6329,0.4035,1
Road,East_Asia,East_Asia,961.2,25.9,11.1,0.4286,Standard,0.9077,73.4,37.7,69.3,0.0843,0.1734,1
Air,Southeast_Asia,East_Asia,7613.9,33.6,14.9,0.4435,Standard,0.9343,14.6,14.9,42.5,0.6963,0.7317,1
Rail,South_Asia,South_Asia,2222.1,83.9,30.8,0.3671,High,0.9351,5.3,41.9,48.4,0.1213,0.6268,1
Air,Europe,Oceania,8635.4,42.7,31.1,0.7283,Urgent,0.9257,34.4,31.8,4.1,0.5457,0.1622,1
Air,Middle_East,Europe,5926.1,40.6,3.4,0.0837,Standard,0.7771,37.9,17.8,94.8,0.332,0.9556,1
Road,North_America,Europe,1967.0,32.2,30.7,0.9534,Standard,0.7508,12.9,38.2,18.0,0.1431,0.7685,1
Ocean,Europe,Middle_East,9900.7,349.3,113.8,0.3258,Standard,0.99,19.4,25.3,58.2,0.6462,0.9729,1
Ocean,Southeast_Asia,Oceania,11509.4,442.8,177.7,0.4013,High,0.8482,39.5,65.4,21.4,0.0701,0.3817,1
Air,Latin_America,Middle_East,3095.2,29.6,23.4,0.7905,Standard,0.7321,14.1,9.3,57.8,0.7751,0.8033,1
Air,North_America,Europe,9802.7,39.6,2.9,0.0732,Standard,0.7249,49.8,42.1,49.6,0.1489,0.2129,1
Ocean,East_Asia,Oceania,12496.5,434.9,211.2,0.4856,Standard,0.7586,19.1,71.6,25.2,0.2599,0.3062,1
Ocean,South_Asia,Europe,11991.3,460.9,175.7,0.3812,High,0.99,14.8,3.8,21.1,0.7179,0.5843,1
Air,South_Asia,Latin_America,8307.0,35.1,20.4,0.5812,Standard,0.8059,25.6,29.8,49.1,0.8444,0.0891,1
Ocean,Southeast_Asia,Europe,9634.6,351.9,68.2,0.1938,Standard,0.889,32.8,31.7,27.9,0.6022,0.3224,1
Ocean,South_Asia,Oceania,7733.6,304.6,134.2,0.4406,High,0.7677,37.1,26.4,43.3,0.5031,0.0999,1
Ocean,East_Asia,Middle_East,11609.7,409.0,324.7,0.7939,Standard,0.8291,28.0,14.7,27.4,0.3292,0.5964,1
Road,Latin_America,North_America,1330.0,29.0,5.1,0.1759,High,0.8446,57.8,34.5,72.1,0.05,0.4563,1
Rail,North_America,North_America,2399.3,60.5,50.6,0.8364,High,0.8204,37.8,23.8,36.0,0.2177,0.8061,1
Ocean,Southeast_Asia,Middle_East,13912.4,521.8,95.3,0.1826,Standard,0.756,71.5,26.9,18.3,0.5433,0.6075,1
Ocean,South_Asia,Latin_America,9876.8,386.7,168.0,0.4344,Urgent,0.99,27.7,33.0,48.9,0.6841,0.5402,1
Ocean,Europe,Europe,6772.2,252.1,12.7,0.0504,Standard,0.8479,24.1,46.5,17.6,0.0894,0.1714,1
Air,Europe,Middle_East,8312.1,30.7,16.6,0.5407,Urgent,0.7967,57.1,14.7,9.4,0.3723,0.3211,1
Rail,Europe,Europe,4259.8,99.7,5.5,0.0552,Standard,0.6198,8.0,45.9,13.0,0.0815,0.5381,1
Road,East_Asia,Latin_America,781.6,22.0,6.4,0.2909,Standard,0.848,31.0,44.0,49.1,0.3764,0.525,1
Ocean,Europe,Latin_America,7651.5,301.5,291.7,0.9675,Standard,0.7809,35.4,26.5,32.0,0.4293,0.2935,1
Air,Latin_America,Europe,10817.8,38.3,36.5,0.953,Standard,0.8863,27.9,32.1,40.6,0.4924,0.7317,1
Road,Europe,Europe,951.4,18.0,10.3,0.5722,Standard,0.7823,15.8,34.5,40.6,0.1317,0.6536,1
Rail,Europe,Europe,3912.5,100.3,50.7,0.5055,Standard,0.8642,10.5,12.9,28.0,0.1255,0.1959,0
Air,South_Asia,East_Asia,5993.8,25.3,3.0,0.1186,Urgent,0.7363,39.4,19.6,13.3,0.6898,0.0811,1
Ocean,East_Asia,North_America,14236.9,528.5,517.1,0.9784,Standard,0.8925,8.9,39.6,20.4,0.3999,0.7929,1
Ocean,East_Asia,Oceania,15415.9,572.5,436.9,0.7631,Standard,0.9507,47.9,27.9,11.9,0.5026,0.7952,1
Ocean,Europe,North_America,12817.4,445.5,427.7,0.96,High,0.8094,48.1,28.1,23.4,0.4202,0.2887,1
Air,South_Asia,Oceania,8087.3,24.6,15.3,0.622,Standard,0.8143,8.0,11.4,38.1,0.3039,0.6433,1
Air,East_Asia,Oceania,8000.4,39.0,23.1,0.5923,Standard,0.9007,74.7,17.9,19.9,0.2892,0.6201,1
Ocean,South_Asia,Middle_East,9363.7,331.9,242.0,0.7291,High,0.99,12.3,32.4,11.0,0.3577,0.0798,0
Rail,South_Asia,South_Asia,2562.4,77.2,45.9,0.5946,Standard,0.7646,37.4,12.7,38.0,0.188,0.8316,1
Ocean,South_Asia,Europe,15003.0,542.7,423.9,0.7811,High,0.9286,31.9,29.9,47.1,0.4938,0.5145,1
Ocean,Europe,Latin_America,9858.4,396.5,142.4,0.3591,Standard,0.7879,47.0,15.5,19.0,0.4232,0.0833,1
Ocean,East_Asia,Europe,11512.8,403.1,294.7,0.7311,High,0.8001,12.5,38.3,15.1,0.4291,0.966,1
Road,East_Asia,Europe,2041.3,37.0,34.6,0.9351,High,0.99,23.8,30.7,21.7,0.5222,0.6272,1
Rail,South_Asia,South_Asia,4920.2,140.3,103.0,0.7341,Standard,0.9182,20.5,45.3,24.1,0.1076,0.735,1
Ocean,Southeast_Asia,Europe,18274.6,651.8,535.4,0.8214,Standard,0.751,65.7,9.8,56.0,0.6305,0.5978,1
Rail,South_Asia,East_Asia,1640.9,76.0,23.6,0.3105,High,0.9308,23.4,36.5,62.2,0.492,0.7996,1
Rail,South_Asia,South_Asia,5510.3,152.8,97.3,0.6368,High,0.4595,8.6,38.6,71.5,0.1183,0.2642,1
Road,East_Asia,North_America,1302.7,30.7,25.5,0.8306,Urgent,0.7265,17.1,44.0,88.0,0.6667,0.9473,1
Road,Latin_America,Latin_America,1081.7,20.7,7.1,0.343,Urgent,0.8073,41.3,33.9,21.5,0.0931,0.3626,1
Road,East_Asia,East_Asia,1463.2,28.7,10.7,0.3728,Standard,0.8161,9.7,44.7,20.7,0.0923,0.7031,1
Rail,South_Asia,South_Asia,2817.8,78.3,33.4,0.4266,Urgent,0.7401,34.5,45.6,12.6,0.0648,0.9003,1
Rail,North_America,North_America,3666.3,112.5,93.8,0.8338,High,0.8877,64.4,100.0,50.1,0.1181,0.831,1
Rail,East_Asia,East_Asia,2347.8,91.3,56.4,0.6177,High,0.9477,31.3,31.3,23.4,0.162,0.6144,1
Ocean,Southeast_Asia,Oceania,5871.9,272.2,79.0,0.2902,Standard,0.8056,28.2,26.5,3.0,0.5526,0.2263,1
Air,South_Asia,Oceania,3890.4,18.2,12.2,0.6703,Standard,0.93,20.8,54.6,30.8,0.05,0.623,1
Air,North_America,East_Asia,5217.1,32.1,26.0,0.81,High,0.9253,44.4,24.8,58.4,0.1834,0.7958,1
Road,Europe,Europe,788.4,23.9,11.5,0.4812,Standard,0.7495,82.5,32.2,20.1,0.1972,0.9719,1
Ocean,South_Asia,North_America,12568.7,465.8,410.7,0.8817,High,0.9038,48.6,18.5,21.2,0.317,0.3901,1
Ocean,Europe,Europe,12298.4,462.7,50.3,0.1087,Standard,0.9712,20.8,45.3,46.6,0.2011,0.268,1
Ocean,Southeast_Asia,Middle_East,10531.7,409.6,390.7,0.9539,Standard,0.8119,38.0,33.1,18.5,0.6462,0.8715,1
Road,Latin_America,Latin_America,1300.7,32.0,14.9,0.4656,Standard,0.7465,52.8,31.6,12.0,0.1165,0.2992,1
Road,East_Asia,East_Asia,1672.3,34.8,7.6,0.2184,Standard,0.8114,53.5,36.9,17.5,0.1459,0.487,1
Rail,South_Asia,South_Asia,2919.9,106.1,8.4,0.0792,Standard,0.7664,33.0,22.0,3.0,0.1516,0.816,1
Air,South_Asia,Middle_East,4659.5,27.7,2.0,0.0722,Standard,0.99,13.9,9.4,27.6,0.4937,0.9778,1
Road,North_America,Europe,1318.7,30.9,24.6,0.7961,Standard,0.8315,82.0,16.3,17.0,0.4039,0.7428,1
Ocean,South_Asia,North_America,7662.9,282.1,27.9,0.0989,High,0.9886,36.6,16.7,8.6,0.05,0.8948,1
Ocean,Southeast_Asia,Latin_America,5310.1,235.0,215.3,0.9162,Standard,0.9061,19.9,52.1,45.6,0.3666,0.1486,1
Road,Latin_America,North_America,1374.3,31.3,23.7,0.7572,Standard,0.99,20.2,46.7,19.2,0.1162,0.966,1
Ocean,Southeast_Asia,North_America,15908.9,540.8,385.5,0.7128,Standard,0.8213,41.8,16.9,36.2,0.3063,0.0818,1
Rail,Europe,Europe,4783.7,113.1,29.1,0.2573,High,0.6976,53.8,38.3,38.3,0.16,0.5719,1
Ocean,South_Asia,Europe,14466.7,512.2,406.5,0.7936,Standard,0.8285,31.1,19.1,17.3,0.2336,0.7384,1
Ocean,Southeast_Asia,Latin_America,10950.1,389.7,55.8,0.1432,Standard,0.6296,22.6,42.5,32.4,0.4676,0.7183,1
Ocean,Southeast_Asia,Oceania,14561.6,547.6,256.7,0.4688,High,0.7444,33.8,43.5,3.5,0.2515,0.1149,1
Road,Europe,Europe,1228.1,24.4,13.7,0.5615,Standard,0.8992,30.5,34.1,17.5,0.1347,0.2671,0
Air,North_America,East_Asia,8007.3,37.9,21.6,0.5699,High,0.6337,30.4,41.5,4.9,0.2541,0.8752,1
Air,Southeast_Asia,Latin_America,4418.2,20.1,14.9,0.7413,Standard,0.99,22.0,21.1,13.8,0.3375,0.285,1
Ocean,Southeast_Asia,Latin_America,12019.9,442.1,134.3,0.3038,Urgent,0.916,42.0,40.9,7.9,0.2533,0.0741,1
Air,South_Asia,Europe,8205.0,44.7,42.1,0.9418,Standard,0.837,20.2,12.0,9.4,0.5631,0.5012,1
Road,Latin_America,Latin_America,1550.9,28.3,9.8,0.3463,Standard,0.956,14.7,40.8,33.7,0.0438,0.3748,1
Road,Latin_America,Latin_America,1022.1,20.9,12.0,0.5742,High,0.9666,58.1,49.4,24.3,0.1048,0.4843,1
Rail,North_America,North_America,4054.0,94.3,50.4,0.5345,High,0.7446,37.5,43.2,25.0,0.1397,0.7686,1
Ocean,South_Asia,Latin_America,7101.5,263.2,200.9,0.7633,High,0.8797,57.9,50.3,21.5,0.084,0.2573,1
Ocean,Southeast_Asia,Middle_East,16117.0,575.1,187.7,0.3264,Standard,0.99,12.9,39.7,9.9,0.2523,0.9295,1
Rail,North_America,North_America,1907.9,66.9,18.9,0.2825,Standard,0.882,32.4,52.5,18.8,0.1231,0.4536,1
Ocean,East_Asia,Europe,8805.8,325.0,33.5,0.1031,Standard,0.7938,48.3,72.3,19.1,0.2748,0.7828,1
Rail,North_America,North_America,1499.0,66.9,36.5,0.5456,Standard,0.5148,40.1,50.4,20.7,0.1519,0.3085,1
Air,Latin_America,East_Asia,9776.5,37.1,31.3,0.8437,Standard,0.9059,18.6,49.9,10.1,0.4258,0.626,1
Rail,Europe,North_America,3408.6,92.2,86.9,0.9425,Urgent,0.7867,25.1,67.2,11.4,0.3967,0.2697,1
Road,East_Asia,East_Asia,1709.4,33.8,14.7,0.4349,Standard,0.99,36.0,18.5,100.0,0.1583,0.4714,1
Rail,North_America,North_America,2304.4,68.1,41.0,0.6021,Standard,0.6827,24.4,48.3,17.5,0.2138,0.6814,1
Road,East_Asia,Europe,1190.6,22.4,14.2,0.6339,Urgent,0.9482,16.8,5.0,38.0,0.466,0.6792,0
Air,East_Asia,Oceania,4390.9,23.9,17.8,0.7448,High,0.8586,31.9,44.2,47.7,0.5281,0.4743,1
Ocean,Southeast_Asia,North_America,10960.3,388.4,233.9,0.6022,Standard,0.8258,41.7,63.3,44.9,0.6121,0.8656,1
Air,East_Asia,Oceania,7727.3,28.4,11.7,0.412,Standard,0.8788,72.5,38.5,9.8,0.4685,0.414,1
Ocean,South_Asia,Middle_East,7956.6,331.7,190.4,0.574,Urgent,0.8844,28.2,46.4,30.4,0.528,0.3266,1
Ocean,Southeast_Asia,Latin_America,7045.8,290.9,267.4,0.9192,Standard,0.9331,9.5,18.4,5.2,0.5035,0.582,1
Air,South_Asia,North_America,6914.7,33.0,9.7,0.2939,Standard,0.7655,70.4,43.7,22.8,0.3695,0.9237,1
Ocean,South_Asia,Europe,8452.0,340.1,51.1,0.1502,Standard,0.99,53.8,15.1,25.0,0.3819,0.7998,1
Air,North_America,Middle_East,8123.3,43.5,40.9,0.9402,Standard,0.8214,9.0,41.8,31.4,0.1099,0.3633,1
Air,Latin_America,Middle_East,6021.3,23.4,14.3,0.6111,High,0.602,23.6,69.9,35.0,0.2364,0.2248,1
Ocean,Europe,Oceania,15084.2,514.2,284.8,0.5539,Standard,0.99,19.0,42.4,58.1,0.5326,0.4114,1
Ocean,Southeast_Asia,Oceania,9262.9,357.5,252.1,0.7052,Standard,0.99,46.4,36.7,50.6,0.3419,0.2351,1
Rail,North_America,Europe,4855.6,136.2,44.0,0.3231,Standard,0.8524,43.7,77.6,56.6,0.1415,0.4645,1
Ocean,Europe,North_America,10886.8,391.2,238.3,0.6092,Standard,0.6938,47.8,56.1,43.7,0.6432,0.8225,1
Ocean,Europe,Latin_America,10012.0,403.7,173.5,0.4298,High,0.7014,5.1,46.6,24.8,0.5629,0.7352,1
Ocean,East_Asia,Oceania,14139.0,536.8,179.9,0.3351,High,0.99,49.6,8.4,8.7,0.4792,0.404,1
Ocean,Europe,North_America,11031.3,405.2,223.6,0.5518,High,0.7833,55.2,13.5,14.7,0.8533,0.4819,1
Road,North_America,North_America,1124.1,20.9,14.8,0.7081,Standard,0.684,25.4,48.1,17.9,0.1008,0.5933,1
Ocean,South_Asia,Latin_America,10771.2,393.3,371.2,0.9438,Standard,0.7782,39.0,4.7,9.3,0.508,0.7478,1
Road,Europe,Europe,1457.3,33.1,20.9,0.6314,Urgent,0.9125,28.1,59.2,15.2,0.2227,0.8907,1
Road,Latin_America,Latin_America,741.2,23.1,7.3,0.316,Standard,0.7867,69.3,21.1,14.6,0.0801,0.784,1
Ocean,Europe,Latin_America,10072.3,408.7,36.8,0.09,Standard,0.7453,25.9,89.9,67.0,0.7111,0.8492,1
Air,East_Asia,Europe,9271.7,43.1,37.2,0.8631,High,0.7071,43.9,10.5,32.6,0.4482,0.9012,1
Road,Europe,Europe,1299.1,30.5,29.1,0.9541,Urgent,0.5679,28.6,12.4,10.9,0.1169,0.25,0
Ocean,Southeast_Asia,Middle_East,13578.3,490.2,195.3,0.3984,Urgent,0.7333,27.3,47.4,38.7,0.2344,0.6786,1
Ocean,Southeast_Asia,Europe,11850.9,454.7,69.4,0.1526,High,0.99,11.8,83.5,30.2,0.05,0.807,1
Ocean,Southeast_Asia,Middle_East,12844.8,465.7,297.4,0.6386,Standard,0.7553,62.2,21.0,13.0,0.5791,0.2187,1
Road,Latin_America,North_America,1532.0,33.9,5.1,0.1504,High,0.8455,27.5,28.5,10.0,0.2959,0.1512,0
Road,Europe,Europe,1176.4,31.9,29.7,0.931,Standard,0.853,4.4,24.3,2.3,0.0546,0.4171,0
Road,North_America,Europe,1016.7,28.2,19.7,0.6986,Standard,0.8281,25.2,61.3,20.8,0.5599,0.8505,1
Ocean,South_Asia,Middle_East,10013.4,352.5,266.8,0.7569,High,0.8345,22.1,65.1,24.8,0.8723,0.9714,1
Ocean,Southeast_Asia,Oceania,12986.3,475.1,186.7,0.393,Standard,0.9039,39.0,45.0,6.7,0.175,0.4235,1
Ocean,Europe,Europe,9465.4,352.4,229.8,0.6521,Standard,0.96,30.0,14.9,30.9,0.066,0.073,0
Road,East_Asia,East_Asia,1489.4,33.7,27.0,0.8012,High,0.99,24.8,26.7,21.5,0.1088,0.6651,1
Air,Southeast_Asia,East_Asia,9005.9,24.7,4.6,0.1862,Standard,0.8781,55.4,24.6,25.1,0.4659,0.972,1
Air,Southeast_Asia,Middle_East,4796.8,37.9,13.2,0.3483,Standard,0.8306,34.8,48.8,14.4,0.1811,0.8486,1
Road,East_Asia,East_Asia,825.5,21.2,17.1,0.8066,Urgent,0.99,36.2,40.7,30.3,0.0617,0.4073,1
Rail,North_America,East_Asia,4766.7,121.3,114.8,0.9464,Standard,0.9444,40.3,49.8,24.1,0.493,0.1697,1
Air,Latin_America,Europe,5939.0,28.0,16.8,0.6,Standard,0.9009,44.2,33.7,60.7,0.298,0.5835,1
Ocean,East_Asia,Oceania,11429.1,403.4,235.3,0.5833,Standard,0.9696,49.4,3.0,64.0,0.8448,0.8339,1
Air,East_Asia,Latin_America,6915.1,34.5,3.6,0.1043,Standard,0.8306,26.7,58.2,62.5,0.4865,0.2609,1
Ocean,Southeast_Asia,Europe,13163.8,487.1,296.2,0.6081,Standard,0.9149,51.2,77.1,42.4,0.2545,0.5592,1
Road,Europe,Europe,1912.7,43.0,32.6,0.7581,High,0.8865,37.6,24.2,72.0,0.2043,0.1844,1
Ocean,South_Asia,Middle_East,8475.3,321.8,116.2,0.3611,High,0.811,15.7,11.3,16.9,0.4492,0.8207,1
Road,Europe,Europe,1161.0,20.7,16.4,0.7923,High,0.9135,28.9,25.3,22.2,0.1605,0.5227,1
Rail,Europe,Europe,2012.9,73.0,35.1,0.4808,Urgent,0.7187,45.3,41.1,11.6,0.087,0.7341,1
Air,Latin_America,Oceania,6919.2,27.9,26.4,0.9462,High,0.7453,23.9,25.2,16.5,0.05,0.1653,1
Ocean,South_Asia,Middle_East,11631.0,439.1,337.6,0.7688,Urgent,0.8926,79.7,28.9,20.4,0.3386,0.1164,1
Ocean,South_Asia,North_America,14685.2,529.0,397.2,0.7509,High,0.7786,78.2,67.1,16.4,0.2899,0.979,1
Ocean,East_Asia,Latin_America,13292.8,493.2,278.5,0.5647,Standard,0.9464,13.5,44.2,3.5,0.5331,0.1329,1
Road,Latin_America,Latin_America,595.7,18.9,14.1,0.746,Standard,0.9182,48.5,37.1,29.4,0.142,0.1379,1
Road,North_America,North_America,1560.9,30.4,12.5,0.4112,Standard,0.9296,41.6,79.3,19.5,0.0603,0.6133,1
Ocean,East_Asia,Middle_East,15587.5,527.9,508.9,0.964,Urgent,0.7998,46.8,23.6,24.8,0.6668,0.938,1
Ocean,Europe,Middle_East,7050.2,258.7,174.3,0.6738,Standard,0.99,16.8,33.1,4.4,0.2607,0.7474,0
Air,South_Asia,Oceania,6208.4,30.1,5.0,0.1661,High,0.8756,29.0,19.7,17.7,0.4522,0.9503,1
Road,Europe,Latin_America,1465.0,26.2,23.0,0.8779,Standard,0.8659,31.8,37.7,24.5,0.67,0.3708,1
Ocean,Europe,Europe,7313.6,271.6,263.8,0.9713,Standard,0.9705,11.9,32.6,46.5,0.0997,0.8601,1
Road,Latin_America,Latin_America,1922.6,42.1,16.8,0.399,High,0.7585,69.3,25.5,21.0,0.1855,0.8467,1
Air,East_Asia,Middle_East,8529.2,34.4,3.5,0.1017,Standard,0.6211,73.1,26.4,17.6,0.3888,0.7386,1
Rail,East_Asia,North_America,500.0,32.0,30.9,0.9656,Standard,0.8439,38.4,26.3,63.3,0.532,0.1817,1
Road,North_America,North_America,1250.1,23.4,15.5,0.6624,Standard,0.785,75.9,46.2,33.0,0.0822,0.7083,1
Ocean,South_Asia,Oceania,9015.0,349.3,126.6,0.3624,Standard,0.7907,23.8,37.8,60.4,0.6311,0.4518,1
Road,North_America,Latin_America,1298.4,34.1,33.1,0.9707,Standard,0.7097,63.2,37.6,4.5,0.2807,0.436,1
Rail,North_America,North_America,3330.9,80.7,7.0,0.0867,High,0.9131,51.0,7.5,20.8,0.0697,0.4099,1
Ocean,East_Asia,Europe,11179.3,427.6,293.9,0.6873,Standard,0.8309,19.4,26.7,21.3,0.3363,0.0793,1
Rail,North_America,North_America,4422.6,111.2,9.9,0.089,High,0.8347,25.3,25.3,22.2,0.0712,0.3005,1
Air,North_America,Europe,5500.0,30.0,21.1,0.7033,Standard,0.811,28.5,15.3,11.6,0.2954,0.4063,1
Air,North_America,Oceania,10511.1,30.7,19.9,0.6482,Standard,0.8631,29.8,17.7,36.7,0.3147,0.0506,1
Ocean,Europe,Middle_East,10842.8,391.6,95.0,0.2426,Standard,0.815,44.4,28.0,8.2,0.0875,0.774,1
Road,North_America,North_America,598.0,18.2,10.2,0.5604,Standard,0.9184,14.5,49.6,42.2,0.1162,0.7478,1
Ocean,East_Asia,Europe,11522.0,433.7,56.7,0.1307,Urgent,0.7032,19.3,27.4,44.2,0.5326,0.846,1
Road,Europe,Europe,857.9,26.4,23.9,0.9053,Urgent,0.99,84.0,51.5,15.3,0.1368,0.707,1
Ocean,East_Asia,North_America,13006.3,463.6,35.8,0.0772,Urgent,0.9072,17.5,89.6,11.5,0.2437,0.7997,1
Road,Europe,Europe,1799.8,35.5,10.8,0.3042,Standard,0.7976,19.9,20.3,58.7,0.0263,0.1739,1
Ocean,Southeast_Asia,Middle_East,6552.6,297.2,101.5,0.3415,Standard,0.8429,40.1,33.4,76.9,0.2902,0.4082,1
Ocean,Europe,Middle_East,9237.4,335.5,83.6,0.2492,Urgent,0.9369,35.1,15.8,50.4,0.4572,0.3632,1
Air,North_America,East_Asia,6041.1,38.5,27.4,0.7117,Standard,0.7603,74.9,36.8,19.4,0.3878,0.482,1
Road,Europe,Europe,1254.6,26.9,25.0,0.9294,High,0.99,38.8,6.6,42.0,0.1442,0.3447,1
Rail,East_Asia,East_Asia,2458.9,91.7,86.0,0.9378,High,0.9123,24.6,26.1,29.8,0.0817,0.736,1
Rail,South_Asia,East_Asia,4161.1,118.6,73.9,0.6231,Urgent,0.9803,62.5,72.2,19.0,0.5535,0.4692,1
Road,East_Asia,East_Asia,811.6,22.3,3.0,0.1345,High,0.7873,55.5,100.0,16.4,0.141,0.1329,1
Rail,South_Asia,East_Asia,3995.6,125.7,71.2,0.5664,Standard,0.8857,48.5,34.7,4.7,0.5951,0.9277,1
Road,East_Asia,East_Asia,1764.9,38.8,37.6,0.9691,Standard,0.841,13.7,43.6,7.0,0.0281,0.1999,0
Road,North_America,North_America,1435.7,34.5,32.4,0.9391,High,0.9437,20.2,15.3,7.8,0.0244,0.4221,0
Ocean,Europe,Europe,12598.8,449.7,316.0,0.7027,Urgent,0.7064,47.5,23.3,16.6,0.069,0.9542,1
Ocean,South_Asia,Oceania,7342.3,322.8,42.0,0.1301,Standard,0.7958,14.2,31.0,48.9,0.1208,0.577,1
Rail,South_Asia,South_Asia,3614.1,87.5,43.9,0.5017,Standard,0.9338,79.1,23.7,25.1,0.139,0.9462,1
Ocean,Europe,Oceania,16129.3,591.1,354.4,0.5996,Urgent,0.6313,55.2,17.7,41.1,0.1665,0.848,1
Ocean,East_Asia,Middle_East,10441.2,405.8,193.7,0.4773,High,0.7926,37.5,42.7,25.7,0.1582,0.3406,1
Air,East_Asia,North_America,6353.3,23.1,7.5,0.3247,High,0.6562,24.1,28.5,17.9,0.5833,0.3359,1
Ocean,Europe,Oceania,15496.1,564.8,53.4,0.0945,Urgent,0.9505,75.1,24.7,25.4,0.5064,0.1764,1
Ocean,Southeast_Asia,Middle_East,15588.4,523.7,175.6,0.3353,Standard,0.9278,40.8,43.4,36.2,0.3219,0.4178,1
Road,Latin_America,Latin_America,1191.6,29.7,13.6,0.4579,High,0.6768,28.9,18.1,15.3,0.1276,0.8266,1
Air,Middle_East,East_Asia,6494.6,22.6,9.6,0.4248,High,0.8681,10.2,12.6,14.4,0.076,0.2249,0
Road,East_Asia,East_Asia,1815.1,33.4,30.4,0.9102,Standard,0.9668,37.2,15.3,12.5,0.1267,0.271,0
Road,North_America,North_America,150.0,17.9,10.4,0.581,High,0.8675,10.3,45.7,41.5,0.0496,0.9169,1
Ocean,South_Asia,Latin_America,12234.4,425.5,195.6,0.4597,Urgent,0.8931,27.2,35.9,21.2,0.05,0.2983,1
Air,South_Asia,Latin_America,8752.6,46.8,43.3,0.9252,Standard,0.771,14.0,25.5,41.5,0.8143,0.1324,1
Road,Latin_America,Latin_America,1280.3,24.3,3.9,0.1605,Urgent,0.7392,42.4,29.0,9.4,0.1777,0.8208,1
Ocean,South_Asia,Europe,12823.1,468.3,405.0,0.8648,Standard,0.99,53.0,21.3,12.1,0.5866,0.1363,1
Air,Europe,Middle_East,8537.1,36.2,12.5,0.3453,Standard,0.99,39.6,82.6,19.5,0.5848,0.1947,1
Ocean,East_Asia,Oceania,6575.3,248.1,18.1,0.073,High,0.8342,7.6,39.9,43.1,0.6323,0.7376,1
Ocean,Southeast_Asia,Europe,14109.1,482.7,186.6,0.3866,High,0.9493,38.7,61.9,17.0,0.499,0.9508,1
Road,Europe,Europe,1423.6,25.4,4.2,0.1654,High,0.6463,50.8,56.8,18.9,0.1033,0.8204,1
Air,Europe,Middle_East,2900.3,17.0,11.8,0.6941,Standard,0.9338,15.3,19.0,28.6,0.1309,0.1322,0
Ocean,Europe,Middle_East,8157.5,310.7,81.7,0.263,Standard,0.7059,10.6,46.0,33.9,0.106,0.4281,1
Road,East_Asia,East_Asia,645.4,16.4,4.9,0.2988,Standard,0.8742,57.1,35.7,30.8,0.0443,0.4331,0
Road,Europe,Europe,1688.7,34.2,27.2,0.7953,High,0.8756,14.3,13.9,17.9,0.1817,0.8411,1
Road,Europe,Europe,1377.8,28.2,12.9,0.4574,High,0.879,30.8,48.5,45.2,0.1535,0.6415,1
Air,Southeast_Asia,Europe,7595.5,32.3,25.6,0.7926,Standard,0.833,34.0,61.5,34.8,0.3834,0.8637,1
Rail,Europe,East_Asia,4807.3,119.9,36.0,0.3003,Urgent,0.9479,24.9,41.6,39.3,0.4065,0.476,1
Air,East_Asia,Latin_America,4969.2,25.8,3.1,0.1202,High,0.7863,61.3,19.8,43.8,0.4118,0.4304,1
Road,East_Asia,East_Asia,2031.0,42.3,23.5,0.5556,Standard,0.7502,19.9,19.3,11.8,0.1964,0.2723,1
Rail,Europe,East_Asia,2753.0,97.5,34.2,0.3508,Standard,0.5869,42.1,62.5,68.3,0.119,0.4179,1
Ocean,Europe,Latin_America,8324.3,310.3,28.3,0.0912,Standard,0.9128,22.6,46.6,49.7,0.3271,0.3976,1
