transport_mode,origin_region,destination_region,route_distance_km,planned_duration_hours,elapsed_transit_hours,transit_progress_pct,priority_level,carrier_reliability_score,origin_port_congestion_index,dest_port_congestion_index,weather_severity_index,customs_inspection_risk,seasonal_disruption_factor,disrupted,split
Rail,Europe,North_America,3408.6,92.2,86.9,0.9425,Urgent,0.7867,25.1,67.2,11.4,0.3967,0.2697,1,train
Road,East_Asia,East_Asia,1709.4,33.8,14.7,0.4349,Standard,0.99,36.0,18.5,100.0,0.1583,0.4714,1,train
Rail,North_America,North_America,2304.4,68.1,41.0,0.6021,Standard,0.6827,24.4,48.3,17.5,0.2138,0.6814,1,train
Road,East_Asia,Europe,1190.6,22.4,14.2,0.6339,Urgent,0.9482,16.8,5.0,38.0,0.466,0.6792,0,train
Air,East_Asia,Oceania,4390.9,23.9,17.8,0.7448,High,0.8586,31.9,44.2,47.7,0.5281,0.4743,1,train
Ocean,Southeast_Asia,North_America,10960.3,388.4,233.9,0.6022,Standard,0.8258,41.7,63.3,44.9,0.6121,0.8656,1,train
Air,East_Asia,Oceania,7727.3,28.4,11.7,0.412,Standard,0.8788,72.5,38.5,9.8,0.4685,0.414,1,train
Ocean,South_Asia,Middle_East,7956.6,331.7,190.4,0.574,Urgent,0.8844,28.2,46.4,30.4,0.528,0.3266,1,train
Ocean,Southeast_Asia,Latin_America,7045.8,290.9,267.4,0.9192,Standard,0.9331,9.5,18.4,5.2,0.5035,0.582,1,train
Air,South_Asia,North_America,6914.7,33.0,9.7,0.2939,Standard,0.7655,70.4,43.7,22.8,0.3695,0.9237,1,train
Ocean,South_Asia,Europe,8452.0,340.1,51.1,0.1502,Standard,0.99,53.8,15.1,25.0,0.3819,0.7998,1,train
Air,North_America,Middle_East,8123.3,43.5,40.9,0.9402,Standard,0.8214,9.0,41.8,31.4,0.1099,0.3633,1,train
Air,Latin_America,Middle_East,6021.3,23.4,14.3,0.6111,High,0.602,23.6,69.9,35.0,0.2364,0.2248,1,train
Ocean,Europe,Oceania,15084.2,514.2,284.8,0.5539,Standard,0.99,19.0,42.4,58.1,0.5326,0.4114,1,train
Ocean,Southeast_Asia,Oceania,9262.9,357.5,252.1,0.7052,Standard,0.99,46.4,36.7,50.6,0.3419,0.2351,1,train
Rail,North_America,Europe,4855.6,136.2,44.0,0.3231,Standard,0.8524,43.7,77.6,56.6,0.1415,0.4645,1,train
Ocean,Europe,North_America,10886.8,391.2,238.3,0.6092,Standard,0.6938,47.8,56.1,43.7,0.6432,0.8225,1,train
Ocean,Europe,Latin_America,10012.0,403.7,173.5,0.4298,High,0.7014,5.1,46.6,24.8,0.5629,0.7352,1,train
Ocean,East_Asia,Oceania,14139.0,536.8,179.9,0.3351,High,0.99,49.6,8.4,8.7,0.4792,0.404,1,train
Ocean,Europe,North_America,11031.3,405.2,223.6,0.5518,High,0.7833,55.2,13.5,14.7,0.8533,0.4819,1,train
Road,North_America,North_America,1124.1,20.9,14.8,0.7081,Standard,0.684,25.4,48.1,17.9,0.1008,0.5933,1,train
Ocean,South_Asia,Latin_America,10771.2,393.3,371.2,0.9438,Standard,0.7782,39.0,4.7,9.3,0.508,0.7478,1,train
Road,Europe,Europe,1457.3,33.1,20.9,0.6314,Urgent,0.9125,28.1,59.2,15.2,0.2227,0.8907,1,train
Road,Latin_America,Latin_America,741.2,23.1,7.3,0.316,Standard,0.7867,69.3,21.1,14.6,0.0801,0.784,1,train
Ocean,Europe,Latin_America,10072.3,408.7,36.8,0.09,Standard,0.7453,25.9,89.9,67.0,0.7111,0.8492,1,train
Air,East_Asia,Europe,9271.7,43.1,37.2,0.8631,High,0.7071,43.9,10.5,32.6,0.4482,0.9012,1,train
Road,Europe,Europe,1299.1,30.5,29.1,0.9541,Urgent,0.5679,28.6,12.4,10.9,0.1169,0.25,0,train
Ocean,Southeast_Asia,Middle_East,13578.3,490.2,195.3,0.3984,Urgent,0.7333,27.3,47.4,38.7,0.2344,0.6786,1,train
Ocean,Southeast_Asia,Europe,11850.9,454.7,69.4,0.1526,High,0.99,11.8,83.5,30.2,0.05,0.807,1,train
Ocean,Southeast_Asia,Middle_East,12844.8,465.7,297.4,0.6386,Standard,0.7553,62.2,21.0,13.0,0.5791,0.2187,1,train
Road,Latin_America,North_America,1532.0,33.9,5.1,0.1504,High,0.8455,27.5,28.5,10.0,0.2959,0.1512,0,train
Road,Europe,Europe,1176.4,31.9,29.7,0.931,Standard,0.853,4.4,24.3,2.3,0.0546,0.4171,0,train
Road,North_America,Europe,1016.7,28.2,19.7,0.6986,Standard,0.8281,25.2,61.3,20.8,0.5599,0.8505,1,train
Ocean,South_Asia,Middle_East,10013.4,352.5,266.8,0.7569,High,0.8345,22.1,65.1,24.8,0.8723,0.9714,1,train
Ocean,Southeast_Asia,Oceania,12986.3,475.1,186.7,0.393,Standard,0.9039,39.0,45.0,6.7,0.175,0.4235,1,train
Ocean,Europe,Europe,9465.4,352.4,229.8,0.6521,Standard,0.96,30.0,14.9,30.9,0.066,0.073,0,train
Road,East_Asia,East_Asia,1489.4,33.7,27.0,0.8012,High,0.99,24.8,26.7,21.5,0.1088,0.6651,1,train
Air,Southeast_Asia,East_Asia,9005.9,24.7,4.6,0.1862,Standard,0.8781,55.4,24.6,25.1,0.4659,0.972,1,train
Air,Southeast_Asia,Middle_East,4796.8,37.9,13.2,0.3483,Standard,0.8306,34.8,48.8,14.4,0.1811,0.8486,1,train
Road,East_Asia,East_Asia,825.5,21.2,17.1,0.8066,Urgent,0.99,36.2,40.7,30.3,0.0617,0.4073,1,train
Rail,North_America,East_Asia,4766.7,121.3,114.8,0.9464,Standard,0.9444,40.3,49.8,24.1,0.493,0.1697,1,train
Air,Latin_America,Europe,5939.0,28.0,16.8,0.6,Standard,0.9009,44.2,33.7,60.7,0.298,0.5835,1,train
Ocean,East_Asia,Oceania,11429.1,403.4,235.3,0.5833,Standard,0.9696,49.4,3.0,64.0,0.8448,0.8339,1,train
Air,East_Asia,Latin_America,6915.1,34.5,3.6,0.1043,Standard,0.8306,26.7,58.2,62.5,0.4865,0.2609,1,train
Ocean,Southeast_Asia,Europe,13163.8,487.1,296.2,0.6081,Standard,0.9149,51.2,77.1,42.4,0.2545,0.5592,1,train
Road,Europe,Europe,1912.7,43.0,32.6,0.7581,High,0.8865,37.6,24.2,72.0,0.2043,0.1844,1,train
Ocean,South_Asia,Middle_East,8475.3,321.8,116.2,0.3611,High,0.811,15.7,11.3,16.9,0.4492,0.8207,1,train
Road,Europe,Europe,1161.0,20.7,16.4,0.7923,High,0.9135,28.9,25.3,22.2,0.1605,0.5227,1,train
Rail,Europe,Europe,2012.9,73.0,35.1,0.4808,Urgent,0.7187,45.3,41.1,11.6,0.087,0.7341,1,train
Air,Latin_America,Oceania,6919.2,27.9,26.4,0.9462,High,0.7453,23.9,25.2,16.5,0.05,0.1653,1,train
Ocean,South_Asia,Middle_East,11631.0,439.1,337.6,0.7688,Urgent,0.8926,79.7,28.9,20.4,0.3386,0.1164,1,train
Ocean,South_Asia,North_America,14685.2,529.0,397.2,0.7509,High,0.7786,78.2,67.1,16.4,0.2899,0.979,1,train
Ocean,East_Asia,Latin_America,13292.8,493.2,278.5,0.5647,Standard,0.9464,13.5,44.2,3.5,0.5331,0.1329,1,train
Road,Latin_America,Latin_America,595.7,18.9,14.1,0.746,Standard,0.9182,48.5,37.1,29.4,0.142,0.1379,1,train
Road,North_America,North_America,1560.9,30.4,12.5,0.4112,Standard,0.9296,41.6,79.3,19.5,0.0603,0.6133,1,train
Ocean,East_Asia,Middle_East,15587.5,527.9,508.9,0.964,Urgent,0.7998,46.8,23.6,24.8,0.6668,0.938,1,train
Ocean,Europe,Middle_East,7050.2,258.7,174.3,0.6738,Standard,0.99,16.8,33.1,4.4,0.2607,0.7474,0,train
Air,South_Asia,Oceania,6208.4,30.1,5.0,0.1661,High,0.8756,29.0,19.7,17.7,0.4522,0.9503,1,train
Road,Europe,Latin_America,1465.0,26.2,23.0,0.8779,Standard,0.8659,31.8,37.7,24.5,0.67,0.3708,1,train
Ocean,Europe,Europe,7313.6,271.6,263.8,0.9713,Standard,0.9705,11.9,32.6,46.5,0.0997,0.8601,1,train
Road,Latin_America,Latin_America,1922.6,42.1,16.8,0.399,High,0.7585,69.3,25.5,21.0,0.1855,0.8467,1,train
Air,East_Asia,Middle_East,8529.2,34.4,3.5,0.1017,Standard,0.6211,73.1,26.4,17.6,0.3888,0.7386,1,train
Rail,East_Asia,North_America,500.0,32.0,30.9,0.9656,Standard,0.8439,38.4,26.3,63.3,0.532,0.1817,1,train
Road,North_America,North_America,1250.1,23.4,15.5,0.6624,Standard,0.785,75.9,46.2,33.0,0.0822,0.7083,1,train
Ocean,South_Asia,Oceania,9015.0,349.3,126.6,0.3624,Standard,0.7907,23.8,37.8,60.4,0.6311,0.4518,1,train
Road,North_America,Latin_America,1298.4,34.1,33.1,0.9707,Standard,0.7097,63.2,37.6,4.5,0.2807,0.436,1,train
Rail,North_America,North_America,3330.9,80.7,7.0,0.0867,High,0.9131,51.0,7.5,20.8,0.0697,0.4099,1,train
Ocean,East_Asia,Europe,11179.3,427.6,293.9,0.6873,Standard,0.8309,19.4,26.7,21.3,0.3363,0.0793,1,train
Rail,North_America,North_America,4422.6,111.2,9.9,0.089,High,0.8347,25.3,25.3,22.2,0.0712,0.3005,1,train
Air,North_America,Europe,5500.0,30.0,21.1,0.7033,Standard,0.811,28.5,15.3,11.6,0.2954,0.4063,1,train
Air,North_America,Oceania,10511.1,30.7,19.9,0.6482,Standard,0.8631,29.8,17.7,36.7,0.3147,0.0506,1,train
Ocean,Europe,Middle_East,10842.8,391.6,95.0,0.2426,Standard,0.815,44.4,28.0,8.2,0.0875,0.774,1,train
Road,North_America,North_America,598.0,18.2,10.2,0.5604,Standard,0.9184,14.5,49.6,42.2,0.1162,0.7478,1,train
Ocean,East_Asia,Europe,11522.0,433.7,56.7,0.1307,Urgent,0.7032,19.3,27.4,44.2,0.5326,0.846,1,train
Road,Europe,Europe,857.9,26.4,23.9,0.9053,Urgent,0.99,84.0,51.5,15.3,0.1368,0.707,1,train
Ocean,East_Asia,North_America,13006.3,463.6,35.8,0.0772,Urgent,0.9072,17.5,89.6,11.5,0.2437,0.7997,1,train
Road,Europe,Europe,1799.8,35.5,10.8,0.3042,Standard,0.7976,19.9,20.3,58.7,0.0263,0.1739,1,train
Ocean,Southeast_Asia,Middle_East,6552.6,297.2,101.5,0.3415,Standard,0.8429,40.1,33.4,76.9,0.2902,0.4082,1,train
Ocean,Europe,Middle_East,9237.4,335.5,83.6,0.2492,Urgent,0.9369,35.1,15.8,50.4,0.4572,0.3632,1,train
Air,North_America,East_Asia,6041.1,38.5,27.4,0.7117,Standard,0.7603,74.9,36.8,19.4,0.3878,0.482,1,train
Road,Europe,Europe,1254.6,26.9,25.0,0.9294,High,0.99,38.8,6.6,42.0,0.1442,0.3447,1,train
Rail,East_Asia,East_Asia,2458.9,91.7,86.0,0.9378,High,0.9123,24.6,26.1,29.8,0.0817,0.736,1,train
Rail,South_Asia,East_Asia,4161.1,118.6,73.9,0.6231,Urgent,0.9803,62.5,72.2,19.0,0.5535,0.4692,1,train
Road,East_Asia,East_Asia,811.6,22.3,3.0,0.1345,High,0.7873,55.5,100.0,16.4,0.141,0.1329,1,train
Rail,South_Asia,East_Asia,3995.6,125.7,71.2,0.5664,Standard,0.8857,48.5,34.7,4.7,0.5951,0.9277,1,train
Road,East_Asia,East_Asia,1764.9,38.8,37.6,0.9691,Standard,0.841,13.7,43.6,7.0,0.0281,0.1999,0,train
Road,North_America,North_America,1435.7,34.5,32.4,0.9391,High,0.9437,20.2,15.3,7.8,0.0244,0.4221,0,train
Ocean,Europe,Europe,12598.8,449.7,316.0,0.7027,Urgent,0.7064,47.5,23.3,16.6,0.069,0.9542,1,train
Ocean,South_Asia,Oceania,7342.3,322.8,42.0,0.1301,Standard,0.7958,14.2,31.0,48.9,0.1208,0.577,1,train
Rail,South_Asia,South_Asia,3614.1,87.5,43.9,0.5017,Standard,0.9338,79.1,23.7,25.1,0.139,0.9462,1,train
Ocean,Europe,Oceania,16129.3,591.1,354.4,0.5996,Urgent,0.6313,55.2,17.7,41.1,0.1665,0.848,1,train
Ocean,East_Asia,Middle_East,10441.2,405.8,193.7,0.4773,High,0.7926,37.5,42.7,25.7,0.1582,0.3406,1,train
Air,East_Asia,North_America,6353.3,23.1,7.5,0.3247,High,0.6562,24.1,28.5,17.9,0.5833,0.3359,1,train
Ocean,Europe,Oceania,15496.1,564.8,53.4,0.0945,Urgent,0.9505,75.1,24.7,25.4,0.5064,0.1764,1,train
Ocean,Southeast_Asia,Middle_East,15588.4,523.7,175.6,0.3353,Standard,0.9278,40.8,43.4,36.2,0.3219,0.4178,1,train
Road,Latin_America,Latin_America,1191.6,29.7,13.6,0.4579,High,0.6768,28.9,18.1,15.3,0.1276,0.8266,1,train
Air,Middle_East,East_Asia,6494.6,22.6,9.6,0.4248,High,0.8681,10.2,12.6,14.4,0.076,0.2249,0,train
Road,East_Asia,East_Asia,1815.1,33.4,30.4,0.9102,Standard,0.9668,37.2,15.3,12.5,0.1267,0.271,0,train
Road,North_America,North_America,150.0,17.9,10.4,0.581,High,0.8675,10.3,45.7,41.5,0.0496,0.9169,1,train
Ocean,South_Asia,Latin_America,12234.4,425.5,195.6,0.4597,Urgent,0.8931,27.2,35.9,21.2,0.05,0.2983,1,train
Air,South_Asia,Latin_America,8752.6,46.8,43.3,0.9252,Standard,0.771,14.0,25.5,41.5,0.8143,0.1324,1,train
Road,Latin_America,Latin_America,1280.3,24.3,3.9,0.1605,Urgent,0.7392,42.4,29.0,9.4,0.1777,0.8208,1,train
Ocean,South_Asia,Europe,12823.1,468.3,405.0,0.8648,Standard,0.99,53.0,21.3,12.1,0.5866,0.1363,1,train
Air,Europe,Middle_East,8537.1,36.2,12.5,0.3453,Standard,0.99,39.6,82.6,19.5,0.5848,0.1947,1,train
Ocean,East_Asia,Oceania,6575.3,248.1,18.1,0.073,High,0.8342,7.6,39.9,43.1,0.6323,0.7376,1,train
Ocean,Southeast_Asia,Europe,14109.1,482.7,186.6,0.3866,High,0.9493,38.7,61.9,17.0,0.499,0.9508,1,train
Road,Europe,Europe,1423.6,25.4,4.2,0.1654,High,0.6463,50.8,56.8,18.9,0.1033,0.8204,1,train
Air,Europe,Middle_East,2900.3,17.0,11.8,0.6941,Standard,0.9338,15.3,19.0,28.6,0.1309,0.1322,0,train
Ocean,Europe,Middle_East,8157.5,310.7,81.7,0.263,Standard,0.7059,10.6,46.0,33.9,0.106,0.4281,1,train
Road,East_Asia,East_Asia,645.4,16.4,4.9,0.2988,Standard,0.8742,57.1,35.7,30.8,0.0443,0.4331,0,train
Road,Europe,Europe,1688.7,34.2,27.2,0.7953,High,0.8756,14.3,13.9,17.9,0.1817,0.8411,1,train
Road,Europe,Europe,1377.8,28.2,12.9,0.4574,High,0.879,30.8,48.5,45.2,0.1535,0.6415,1,train
Air,Southeast_Asia,Europe,7595.5,32.3,25.6,0.7926,Standard,0.833,34.0,61.5,34.8,0.3834,0.8637,1,train
Rail,Europe,East_Asia,4807.3,119.9,36.0,0.3003,Urgent,0.9479,24.9,41.6,39.3,0.4065,0.476,1,train
Air,East_Asia,Latin_America,4969.2,25.8,3.1,0.1202,High,0.7863,61.3,19.8,43.8,0.4118,0.4304,1,train
Road,East_Asia,East_Asia,2031.0,42.3,23.5,0.5556,Standard,0.7502,19.9,19.3,11.8,0.1964,0.2723,1,train
Rail,Europe,East_Asia,2753.0,97.5,34.2,0.3508,Standard,0.5869,42.1,62.5,68.3,0.119,0.4179,1,train
Ocean,Europe,Latin_America,8324.3,310.3,28.3,0.0912,Standard,0.9128,22.6,46.6,49.7,0.3271,0.3976,1,train
Road,Latin_America,Latin_America,2021.5,34.7,16.7,0.4813,Urgent,0.8112,13.7,37.8,42.3,0.1412,0.3902,1,train
Ocean,South_Asia,Europe,14823.4,521.1,204.9,0.3932,Standard,0.4537,31.9,22.7,13.1,0.1216,0.4954,1,train
Air,Europe,Middle_East,4676.6,32.2,5.6,0.1739,Standard,0.8927,14.1,52.6,20.3,0.363,0.7296,1,train
Road,North_America,North_America,1462.7,26.0,24.0,0.9231,Standard,0.9643,52.0,20.0,42.2,0.0736,0.3649,1,train
Road,East_Asia,North_America,1167.1,29.0,8.9,0.3069,Standard,0.9122,37.6,44.1,45.2,0.6263,0.6904,1,train
Air,North_America,Middle_East,9062.3,34.3,20.7,0.6035,Standard,0.7206,21.3,28.8,47.8,0.205,0.1366,1,train
Rail,North_America,North_America,3438.3,88.9,14.6,0.1642,High,0.93,71.5,32.2,13.5,0.0834,0.3918,1,train
Rail,Europe,Europe,4944.2,130.1,27.7,0.2129,Urgent,0.8817,11.2,34.7,2.7,0.072,0.1082,0,train
Ocean,Europe,Europe,10536.8,375.2,71.9,0.1916,High,0.8541,81.0,19.4,2.4,0.0816,0.8392,1,train
Road,North_America,North_America,2320.3,38.0,5.7,0.15,High,0.99,31.3,8.3,12.5,0.1142,0.9537,1,train
Road,Latin_America,Latin_America,1598.6,38.6,5.2,0.1347,Standard,0.7982,18.7,19.9,31.3,0.2224,0.8518,1,train
Rail,North_America,North_America,4228.7,120.1,41.5,0.3455,Urgent,0.8413,24.8,25.8,21.6,0.0866,0.6736,1,train
Rail,South_Asia,Europe,3574.6,106.2,72.8,0.6855,Standard,0.7588,67.7,87.1,5.6,0.4647,0.7015,1,train
Ocean,Southeast_Asia,Oceania,11051.2,388.6,78.1,0.201,High,0.8616,14.0,52.8,28.7,0.2598,0.6927,1,train
Rail,North_America,Europe,2758.8,91.1,30.5,0.3348,Urgent,0.986,29.1,52.9,56.8,0.2766,0.1841,1,train
Ocean,East_Asia,Europe,9432.9,338.1,57.6,0.1704,High,0.9815,34.1,63.9,37.8,0.5713,0.762,1,train
Rail,North_America,North_America,2128.1,73.2,33.2,0.4536,Standard,0.7094,38.6,33.3,9.5,0.1278,0.8529,1,train
Ocean,Europe,Europe,4963.1,250.5,64.3,0.2567,Standard,0.8506,46.3,28.2,46.2,0.0921,0.9416,1,train
Ocean,Europe,North_America,9006.2,318.5,267.6,0.8402,Urgent,0.8239,17.9,14.7,34.7,0.4222,0.9009,1,train
Road,North_America,North_America,844.0,25.5,12.5,0.4902,Urgent,0.7418,49.7,21.5,41.5,0.186,0.1796,1,train
Air,Southeast_Asia,East_Asia,8361.6,26.5,2.7,0.1019,Standard,0.9572,45.6,10.3,47.4,0.3436,0.5033,1,train
Ocean,South_Asia,Oceania,11154.7,434.6,203.7,0.4687,Standard,0.853,49.7,43.0,34.4,0.6746,0.5742,1,train
Air,Middle_East,East_Asia,10325.2,47.8,23.7,0.4958,Standard,0.99,30.7,86.7,24.6,0.0783,0.8278,1,train
Rail,South_Asia,South_Asia,1696.9,59.4,32.2,0.5421,Standard,0.6691,43.6,27.5,41.0,0.2116,0.9624,1,train
Rail,North_America,North_America,4991.5,122.0,53.2,0.4361,Standard,0.7048,61.2,24.2,22.7,0.0415,0.7198,1,train
Rail,South_Asia,South_Asia,2981.0,79.1,38.8,0.4905,Urgent,0.7739,48.9,28.4,23.2,0.02,0.7092,1,train
Air,Europe,Oceania,7631.1,45.9,20.4,0.4444,Urgent,0.925,39.7,47.4,34.9,0.4371,0.1492,1,train
Rail,East_Asia,East_Asia,3164.6,79.3,9.1,0.1148,Standard,0.8168,38.6,24.6,23.2,0.1771,0.7337,1,train
Ocean,East_Asia,North_America,9353.2,363.4,79.0,0.2174,High,0.99,29.2,57.4,31.5,0.0627,0.3039,1,train
Road,Latin_America,Latin_America,178.7,17.5,6.1,0.3486,Urgent,0.8776,49.6,32.8,22.9,0.1448,0.7297,1,train
Rail,North_America,North_America,4527.4,105.5,65.9,0.6246,High,0.8848,13.7,13.8,21.6,0.1102,0.1048,0,train
Road,North_America,North_America,465.6,11.3,1.4,0.1239,Standard,0.843,48.9,10.4,38.4,0.0669,0.4477,1,train
Road,East_Asia,Latin_America,2308.2,41.6,5.2,0.125,High,0.99,13.4,12.5,13.9,0.3542,0.3378,0,train
Air,Southeast_Asia,North_America,5798.2,30.3,13.9,0.4587,Standard,0.99,26.9,73.4,37.5,0.05,0.7546,1,train
Air,North_America,East_Asia,2831.3,29.7,18.8,0.633,Urgent,0.9719,53.4,67.6,21.1,0.5659,0.3821,1,train
Air,Middle_East,Oceania,4972.1,21.2,8.1,0.3821,High,0.611,28.8,4.6,28.4,0.6735,0.0849,1,train
Ocean,South_Asia,Europe,17726.8,635.4,108.9,0.1714,High,0.882,76.9,13.7,16.0,0.5932,0.9293,1,train
Rail,East_Asia,Europe,1911.1,54.1,6.8,0.1257,Urgent,0.9196,29.2,24.6,32.5,0.5085,0.2374,1,train
Ocean,Europe,Latin_America,12862.7,466.5,108.8,0.2332,Standard,0.7837,17.4,16.2,24.3,0.1034,0.7635,1,train
Ocean,East_Asia,Oceania,11230.3,409.2,270.3,0.6606,Standard,0.8483,23.6,59.3,9.6,0.3062,0.3174,1,train
Ocean,Southeast_Asia,Europe,8988.2,318.4,163.8,0.5144,Standard,0.9699,15.2,48.9,25.5,0.2469,0.8303,1,train
Air,East_Asia,Europe,13443.9,44.9,37.7,0.8396,Standard,0.8977,59.4,13.5,5.6,0.6201,0.5741,1,train
Ocean,Southeast_Asia,Latin_America,9325.0,373.1,42.4,0.1136,High,0.7909,34.1,35.8,20.5,0.5614,0.7917,1,train
Air,South_Asia,North_America,7690.9,40.2,21.6,0.5373,Standard,0.6271,14.2,23.8,50.2,0.4252,0.4726,1,train
Road,East_Asia,East_Asia,1576.7,32.9,3.2,0.0973,Urgent,0.8945,23.9,66.4,17.9,0.1378,0.1549,1,train
Air,East_Asia,Oceania,10169.9,46.8,18.8,0.4017,High,0.9034,12.7,23.3,21.4,0.1451,0.5259,1,train
Road,North_America,North_America,2215.8,43.2,18.1,0.419,Standard,0.6172,48.5,17.4,13.4,0.0551,0.1861,1,train
Rail,South_Asia,South_Asia,1449.5,47.3,27.1,0.5729,High,0.9544,26.2,16.8,46.7,0.0613,0.8152,1,train
Rail,South_Asia,Europe,3278.5,106.6,97.7,0.9165,Urgent,0.9651,8.3,18.6,14.0,0.2234,0.2609,0,train
Ocean,Southeast_Asia,North_America,8205.9,349.2,247.6,0.709,Standard,0.9865,10.7,38.0,18.5,0.3257,0.835,1,train
Rail,South_Asia,South_Asia,5275.4,130.7,118.5,0.9067,Standard,0.884,88.6,45.9,19.3,0.1448,0.8634,1,train
Ocean,Europe,Latin_America,15090.2,521.8,236.2,0.4527,Standard,0.962,12.1,39.9,42.8,0.4305,0.7412,1,train
Road,North_America,North_America,1660.9,35.0,18.1,0.5171,Standard,0.984,23.8,20.2,20.7,0.1844,0.5899,0,train
Ocean,South_Asia,Oceania,8358.6,309.9,65.5,0.2114,Standard,0.9214,39.8,27.8,17.5,0.4394,0.653,1,train
Ocean,Europe,Middle_East,7436.8,269.2,147.8,0.549,Standard,0.99,49.7,41.9,7.1,0.5486,0.4297,1,train
Rail,Europe,Europe,3054.7,84.5,18.3,0.2166,Standard,0.7173,52.8,13.1,8.9,0.1015,0.6418,1,train
Rail,Europe,Europe,5467.0,156.3,27.4,0.1753,Standard,0.8816,56.1,10.0,49.1,0.1541,0.483,1,train
Rail,South_Asia,North_America,2985.6,72.4,19.0,0.2624,Standard,0.9386,41.3,66.5,47.3,0.2844,0.0905,1,train
Rail,Europe,Europe,4088.0,100.2,48.8,0.487,High,0.837,24.5,100.0,7.3,0.1569,0.4406,1,train
Ocean,East_Asia,Europe,13774.5,512.8,407.4,0.7945,Urgent,0.9073,30.2,20.4,26.2,0.6642,0.5654,1,train
Ocean,Southeast_Asia,Middle_East,11254.9,437.5,416.3,0.9515,Standard,0.8631,56.0,17.5,46.5,0.1829,0.9154,1,train
Air,South_Asia,North_America,10257.0,47.5,17.0,0.3579,Urgent,0.9368,52.3,25.7,9.2,0.6916,0.8928,1,train
Road,Latin_America,Latin_America,1738.7,38.1,8.6,0.2257,High,0.9089,11.6,43.3,20.2,0.0254,0.8592,0,train
Ocean,Southeast_Asia,Latin_America,6289.8,289.5,212.8,0.7351,High,0.837,37.2,9.2,38.8,0.2717,0.8138,1,train
Ocean,East_Asia,Europe,9948.8,402.5,394.2,0.9794,Urgent,0.6548,50.1,25.3,43.1,0.3331,0.0696,1,train
Ocean,East_Asia,Latin_America,4624.2,232.0,138.2,0.5957,High,0.782,20.3,13.0,3.9,0.3691,0.4732,1,train
Ocean,South_Asia,Middle_East,12126.5,435.1,276.2,0.6348,High,0.7707,24.0,31.4,12.8,0.0801,0.4146,1,train
Rail,East_Asia,North_America,4413.3,118.7,73.9,0.6226,Standard,0.7632,50.1,10.5,44.8,0.6443,0.8453,1,train
Ocean,Southeast_Asia,Middle_East,9888.7,374.1,218.5,0.5841,Standard,0.7019,23.5,65.0,5.2,0.6727,0.0632,1,train
Road,East_Asia,North_America,692.6,18.0,16.3,0.9056,Standard,0.9002,43.4,15.8,49.8,0.3804,0.6465,1,train
Road,East_Asia,East_Asia,826.3,17.0,7.9,0.4647,Standard,0.7896,30.4,51.0,37.1,0.1266,0.5901,1,train
Air,Southeast_Asia,North_America,3704.9,35.6,5.0,0.1404,Standard,0.99,28.6,37.1,4.4,0.8486,0.3331,1,train
Ocean,Southeast_Asia,North_America,18157.8,641.4,513.7,0.8009,High,0.82,42.6,42.2,26.9,0.5886,0.6606,1,train
Ocean,South_Asia,Latin_America,12287.7,420.2,347.5,0.827,Urgent,0.884,30.9,29.8,30.6,0.4762,0.2685,1,train
Air,Southeast_Asia,Europe,7959.3,28.4,23.2,0.8169,High,0.99,51.0,39.6,26.7,0.5941,0.4466,1,train
Air,Latin_America,Middle_East,8753.9,38.5,36.4,0.9455,High,0.9112,14.6,13.8,39.5,0.1158,0.5531,1,train
Rail,East_Asia,East_Asia,3950.3,118.1,98.7,0.8357,High,0.8217,26.5,66.1,24.3,0.073,0.2992,1,train
Ocean,East_Asia,Europe,8380.6,320.0,290.5,0.9078,Standard,0.8535,18.4,19.9,44.5,0.4851,0.9615,1,train
Road,East_Asia,East_Asia,1120.2,31.4,18.6,0.5924,High,0.99,34.2,41.3,11.3,0.1932,0.2952,1,train
Air,Latin_America,East_Asia,8148.4,37.4,16.8,0.4492,Standard,0.6966,28.6,10.9,5.1,0.2918,0.8188,1,train
Air,North_America,Middle_East,5371.0,21.5,14.5,0.6744,Urgent,0.7739,23.4,40.1,81.4,0.4505,0.6645,1,train
Road,Latin_America,Latin_America,1451.7,31.6,27.0,0.8544,Urgent,0.8408,47.4,40.7,12.8,0.159,0.6691,1,train
Road,East_Asia,Latin_America,972.1,25.3,12.3,0.4862,Standard,0.9569,44.2,25.9,48.0,0.7328,0.2827,1,train
Rail,East_Asia,East_Asia,3297.9,82.4,62.1,0.7536,Urgent,0.99,32.8,21.3,32.4,0.202,0.8354,1,train
Road,Europe,Latin_America,523.7,16.9,3.3,0.1953,Standard,0.99,28.6,22.1,10.4,0.1386,0.3718,1,train
Air,East_Asia,Latin_America,5825.0,30.7,3.8,0.1238,Standard,0.893,31.1,33.8,37.8,0.4074,0.2695,1,train
Ocean,Europe,Latin_America,9088.1,338.3,106.0,0.3133,Standard,0.9053,17.7,25.9,100.0,0.8391,0.1533,1,train
Road,Europe,Latin_America,835.2,21.5,11.8,0.5488,Standard,0.6726,36.1,29.3,36.7,0.3476,0.65,1,train
Ocean,Southeast_Asia,Europe,20289.2,681.5,286.1,0.4198,Standard,0.701,60.0,29.2,42.8,0.6519,0.5844,1,train
Air,Europe,Latin_America,7011.3,27.7,21.2,0.7653,Standard,0.99,27.7,100.0,10.9,0.3739,0.4166,1,train
